PROM_NUMBER,WORO_SERO_ID,PRIORITY,VENDOR,EQUP_INDEX,DEGRADED_KPI,KPI_VALUE,THRESHOLD,EQUP_EQUT_ABBREVIATION,INITIAL_ALARM,TT_CREATED,WORO_WORG_NAME,DURATION_HOUR,WORO_STAS_ABBREVIATION,ROOTCAUSE,CITY,REGION,PROVINCE,ALARM_COUNT,REPORTED,PROS_DESCRIPTION,MTTA_5_8,MTTR_5_8,DW_H
13637078,NF_05082022000072099,MAJOR,HUAWEI,ORUMIYEH_R443H | AG1U0937B,AVERAGE_HSDPA_USER_THROUGHPUT_DC+SC(Mbit/s)(SECTOR_HUAWEI),0.483,"IsLessThanOrEqual 0.5  AND  IsGreaterThanOrEqual 0 ",NODEB,02-Aug-2022 00:00:00,"Aug 5, 2022 2:26 AM",CTO_NAK_HUAWEI_OPT,103.19,CLOSED,RAN HW ISSUE,,WEST_R,AZARGHARBI_P,2,"Aug 5, 2022 2:26 AM",Confirmed,1.64,10.41,Daily_Weekly
13637079,NF_05082022000072101,MAJOR,HUAWEI,ORUMIYEH_R443H | AG1U0937C,AVERAGE_HSDPA_USER_THROUGHPUT_DC+SC(Mbit/s)(SECTOR_HUAWEI),0.433,"IsLessThanOrEqual 0.5  AND  IsGreaterThanOrEqual 0 ",NODEB,02-Aug-2022 00:00:00,"Aug 5, 2022 2:26 AM",CTO_NAK_HUAWEI_OPT,103.06,CLOSED,RAN HW ISSUE,,WEST_R,AZARGHARBI_P,1,"Aug 5, 2022 2:26 AM",Confirmed,1.64,10.41,Daily_Weekly
13643032,NF_06082022000084101,MAJOR,NSN,R515N | KH2U1270C2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.62,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643033,NF_06082022000084103,MAJOR,NSN,R543N | SB1U0275A3,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.61,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643034,NF_06082022000084105,MAJOR,NSN,R718N | FS2U1219A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.61,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643035,NF_06082022000084107,MAJOR,NSN,R718N | FS2U1219B1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.61,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643036,NF_06082022000084109,MAJOR,NSN,R719N | FS2U1470A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.61,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643037,NF_06082022000084111,MAJOR,NSN,R862N | MK2U0226C1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.61,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643038,NF_06082022000084113,MAJOR,NSN,R515N | KH2U1270C1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.61,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643039,NF_06082022000084115,MAJOR,NSN,R543N | SB1U0275A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.6,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643040,NF_06082022000084117,MAJOR,NSN,R543N | SB1U0275C1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:04 AM",NAK_FO_RAN,677.6,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:04 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643041,NF_06082022000084119,MAJOR,NSN,R543N | SB1U0275C2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:05 AM",NAK_FO_RAN,677.6,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643042,NF_06082022000084121,MAJOR,NSN,R718N | FS2U1219C1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:05 AM",NAK_FO_RAN,677.6,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643043,NF_06082022000084123,MAJOR,NSN,R720N | FS2U0604A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:05 AM",NAK_FO_RAN,677.6,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 9, 2022 3:02 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643045,NF_06082022000084127,MAJOR,,R515N | 132064035,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:05 AM",NAK_FO_RAN,677.6,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643047,NF_06082022000084130,MAJOR,NSN,R515N | KH2U1270A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:05 AM",NAK_FO_RAN,677.59,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643049,NF_06082022000084135,MAJOR,NSN,R543N | SB1U0275A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:05 AM",NAK_FO_RAN,677.59,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643051,NF_06082022000084139,MAJOR,NSN,R718N | FS2U0214A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:05 AM",NAK_FO_RAN,677.59,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643053,NF_06082022000084144,MAJOR,NSN,R718N | FS2U1219A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:05 AM",NAK_FO_RAN,677.59,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643054,NF_06082022000084146,MAJOR,NSN,R720N | FS2U1466B1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:06 AM",NAK_FO_RAN,677.58,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643055,NF_06082022000084148,MAJOR,NSN,R543N | SB1U0275B1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:06 AM",NAK_FO_RAN,677.58,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643056,NF_06082022000084150,MAJOR,NSN,R718N | FS2U1219C2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:06 AM",NAK_FO_RAN,677.58,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643057,NF_06082022000084152,MAJOR,NSN,R515N | 132064275,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:06 AM",NAK_FO_RAN,677.58,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643059,NF_06082022000084156,MAJOR,NSN,R515N | KH2U1270A1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:06 AM",NAK_FO_RAN,677.57,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643060,NF_06082022000084158,MAJOR,NSN,R718N | FS2U1219B2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:06 AM",NAK_FO_RAN,677.57,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643061,NF_06082022000084160,MAJOR,NSN,R862N | MK2U0226C2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:06 AM",NAK_FO_RAN,677.57,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:06 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643062,NF_06082022000084162,MAJOR,NSN,R543N | SB1U0275B2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:07 AM",NAK_FO_RAN,677.57,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:07 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13643063,NF_06082022000084165,MAJOR,NSN,R718N | FS2U0214A2,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,04-Aug-2022 00:00:00,"Aug 6, 2022 3:07 AM",NAK_FO_RAN,677.56,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 6, 2022 3:07 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13655548,NF_08082022000008564,MAJOR,NSN,MSMDD,CSFBCall_setup(total_2G)(Nokia_Core),10.076,"IsLessThan 11  AND  IsGreaterThanOrEqual 10 ",MSC,07-Aug-2022 19:00:00,"Aug 8, 2022 1:21 AM",CTO_CS_CORE_OPT_WG,631.32,INPROGRESS,,,NONE_R,NONE_P,4,"Aug 27, 2022 5:09 AM",INITIAL DIAGNOSIS,1.33,,Daily_Weekly
13655658,NF_08082022000008799,MAJOR,HUAWEI,AS | AS2L1930A1,IntraF_HOOut_SR(Cell_HuLTE),20,"IsLessThan 70  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_NAK_HUAWEI_OPT,31.62,CLOSED,RAN HW ISSUE,,WEST_R,AZARSHARGHI_P,2,"Aug 8, 2022 2:06 AM",Confirmed,1.32,1.46,Daily_Weekly
13655659,NF_08082022000008801,MAJOR,ERICSSON,TH | TH3L2075A1,LTE_Service_Setup_SR(EUCell_Eric),70.925,"IsLessThan 75  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_NAK_TEHRAN_OPT,156.36,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 8, 2022 2:06 AM",Confirmed,1.32,33.41,Daily_Weekly
13655660,NF_08082022000008803,MAJOR,NOKIA,NK | NK2L0280B2,PDCP_Layer_Active_Cell_Throughput_DL_mbps(Nokia_LTE_CELL),0.694,"IsLessThan 1  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_BRTEL_OPT,34.13,CLOSED,ALARM MISSED,,NORTHEAST_R,N KHORASAN_P,1,"Aug 8, 2022 2:06 AM",Confirmed,0,4.18,Daily_Weekly
13655661,NF_08082022000008805,MAJOR,NOKIA,KB | KB3L0030B1,PDCP_Layer_Active_Cell_Throughput_DL_mbps(Nokia_LTE_CELL),0.542,"IsLessThan 1  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_BRTEL_OPT,62.43,CLOSED,ALARM MISSED,,SOUTH_R,KOHKILOOYE_P,1,"Aug 8, 2022 2:06 AM",Confirmed,0,17.51,Daily_Weekly
13655662,NF_08082022000008807,MAJOR,NOKIA,MK | MK1L0506A2,PDCP_Layer_Active_Cell_Throughput_DL_mbps(Nokia_LTE_CELL),0.399,"IsLessThan 1  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_BRTEL_OPT,62.39,CLOSED,ALARM MISSED,,WEST_R,MARKAZI_P,1,"Aug 8, 2022 2:06 AM",Confirmed,0,17.5,Daily_Weekly
13655663,NF_08082022000008809,MAJOR,NOKIA,SB | SB3L0429C1,PDCP_Layer_Active_Cell_Throughput_DL_mbps(Nokia_LTE_CELL),0.346,"IsLessThan 1  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_BRTEL_OPT,81.97,CLOSED,ALARM MISSED,,NORTHEAST_R,SISTAN_P,1,"Aug 8, 2022 2:06 AM",Confirmed,0,18,Daily_Weekly
13655664,NF_08082022000008811,MAJOR,NOKIA,NK | NK1L0005C2,PDCP_Layer_Active_Cell_Throughput_DL_mbps(Nokia_LTE_CELL),0.358,"IsLessThan 1  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_BRTEL_OPT,179.51,CLOSED,ALARM MISSED,,NORTHEAST_R,N KHORASAN_P,1,"Aug 8, 2022 2:06 AM",Confirmed,0,41.59,Daily_Weekly
13655665,NF_08082022000008813,MAJOR,NOKIA,MK | MK4L0238B1,E-RAB_Drop_Ratio_User_Perspective(Nokia_LTE_CELL),6.25,"IsGreaterThan 5    ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_BRTEL_OPT,62.36,CLOSED,ALARM MISSED,,WEST_R,MARKAZI_P,1,"Aug 8, 2022 2:06 AM",Confirmed,0,17.47,Daily_Weekly
13655666,NF_08082022000008815,MAJOR,NOKIA,FS | FS2L0336B2,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),46.286,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_BRTEL_OPT,34.03,CLOSED,ALARM MISSED,,SOUTH_R,FARS_P,1,"Aug 8, 2022 2:06 AM",Confirmed,0,4.12,Daily_Weekly
13655667,NF_08082022000008817,MAJOR,NOKIA,MK | MK1L0129C2,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),53.455,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_BRTEL_OPT,34,CLOSED,ALARM MISSED,,WEST_R,MARKAZI_P,1,"Aug 8, 2022 2:06 AM",Confirmed,0,4.11,Daily_Weekly
13655668,NF_08082022000008819,MAJOR,NOKIA,YZ | YZ2L0057B2,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),57.038,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:06 AM",CTO_NAK_NOKIA_OPT,129.66,CLOSED,OTHER,,CENTRAL_R,YAZD_P,1,"Aug 8, 2022 2:06 AM",Confirmed,1.32,21.71,Daily_Weekly
13655669,NF_08082022000008821,MAJOR,NOKIA,NK | NK2L0036C1,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),41.667,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:07 AM",CTO_BRTEL_OPT,34,CLOSED,ALARM MISSED,,NORTHEAST_R,N KHORASAN_P,1,"Aug 8, 2022 2:07 AM",Confirmed,0,4.1,Daily_Weekly
13655670,NF_08082022000008823,MAJOR,ERICSSON,TH | TH3L2522C1,Average_PDCP_Cell_Dl_Throughput(Mbps)(EUCell_Eric),0.791,"IsLessThan 1  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:07 AM",CTO_NAK_TEHRAN_OPT,61.33,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 8, 2022 2:07 AM",Confirmed,1.32,16.43,Daily_Weekly
13655672,NF_08082022000008828,MAJOR,HUAWEI,HN | HN2L0367B1,CSSR(ALL)(Hu_Cell),74.843,"IsLessThan 75  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:07 AM",CTO_FARAFAN_OPT,130.58,CLOSED,OTHERS-UNKNOWN ISSUE,,WEST_R,HAMEDAN_P,2,"Aug 8, 2022 2:07 AM",Confirmed,7.67,22.48,Daily_Weekly
13655673,NF_08082022000008830,MAJOR,HUAWEI,HN | HN1L0367B1,CSSR(ALL)(Hu_Cell),73.367,"IsLessThan 75  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:07 AM",CTO_FARAFAN_OPT,153.41,CLOSED,OTHERS-UNKNOWN ISSUE,,WEST_R,HAMEDAN_P,2,"Aug 8, 2022 2:07 AM",Confirmed,7.68,30.32,Daily_Weekly
13655674,NF_08082022000008832,MAJOR,HUAWEI,TH | TH2L0981A1,CSSR(ALL)(Hu_Cell),69.658,"IsLessThan 75  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:07 AM",CTO_NAK_TEHRAN_OPT,62.08,CLOSED,FAULT,,TEHRAN_R,TEHRAN_P,1,"Aug 8, 2022 2:07 AM",Confirmed,1.31,17.17,Daily_Weekly
13655675,NF_08082022000008834,MAJOR,ERICSSON,KJ | KJ2L0560A1,IntraF_Handover_Execution_Rate(EUCell_Eric),41.975,"IsLessThan 70  AND  IsGreaterThan 0 ",ENODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:07 AM",CTO_NAK_ALBORZ_OPT,134.27,CLOSED,3RD PARTY TOOLS,,ALBORZ_R,ALBORZ_P,1,"Aug 8, 2022 2:07 AM",Confirmed,1.31,26.39,Daily_Weekly
13655703,NF_08082022000008882,MAJOR,NSN,B5717N | FS1G1131A,SDCCH_Access_Success_Rate(Nokia_Cell),31.918,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:19 AM",CTO_BRTEL_OPT,226.49,CLOSED,ALARM MISSED,,SOUTH_R,FARS_P,1,"Aug 8, 2022 2:19 AM",Confirmed,0,58.8,Daily_Weekly
13655704,NF_08082022000008884,MAJOR,NSN,B5717N | FS1G1131B,SDCCH_Access_Success_Rate(Nokia_Cell),35.449,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:19 AM",CTO_BRTEL_OPT,226.47,CLOSED,ALARM MISSED,,SOUTH_R,FARS_P,1,"Aug 8, 2022 2:19 AM",Confirmed,0,58.79,Daily_Weekly
13655705,NF_08082022000008886,MAJOR,NSN,B5717N | FS1G1131C,SDCCH_Access_Success_Rate(Nokia_Cell),21.959,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:19 AM",CTO_BRTEL_OPT,252.33,CLOSED,ALARM MISSED,,SOUTH_R,FARS_P,1,"Aug 8, 2022 2:19 AM",Confirmed,0,63,Daily_Weekly
13655706,NF_08082022000008888,MAJOR,NSN,B4352N | YZ5G4011A,SDCCH_Access_Success_Rate(Nokia_Cell),0,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:19 AM",CTO_NAK_NOKIA_OPT,57.42,CLOSED,OTHER,,CENTRAL_R,YAZD_P,1,"Aug 8, 2022 2:19 AM",Confirmed,1.31,12.74,Daily_Weekly
13655707,NF_08082022000008890,MAJOR,NSN,B5352N | YZ7G6003B_155,2G_Voice_Call_Drop_Rate(Nokia_SEG),20,"IsLessThanOrEqual 100 ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:19 AM",CTO_NAK_NOKIA_OPT,57.42,CLOSED,OTHER,,CENTRAL_R,YAZD_P,1,"Aug 8, 2022 2:19 AM",Confirmed,1.3,12.75,Daily_Weekly
13655708,NF_08082022000008892,MAJOR,HUAWEI,LORESTAN_R661H | LN2U0609B,AVERAGE_HSDPA_USER_THROUGHPUT_DC+SC(Mbit/s)(SECTOR_HUAWEI),0.497,"IsLessThanOrEqual 0.5  AND  IsGreaterThanOrEqual 0 ",NODEB,05-Aug-2022 00:00:00,"Aug 8, 2022 2:19 AM",CTO_FARAFAN_OPT,61.64,CLOSED,OTHERS-UNKNOWN ISSUE,,SOUTH_R,LORESTAN_P,1,"Aug 8, 2022 2:19 AM",Confirmed,7.68,16.96,Daily_Weekly
13655709,NF_08082022000008894,MAJOR,ERICSSON,B026E | TH5143A,SDCCH_Access_succ_Rate(Eric_Cell),13.953,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:19 AM",CTO_NAK_TEHRAN_OPT,59.77,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 8, 2022 2:19 AM",Confirmed,1.3,15.01,Daily_Weekly
13655710,NF_08082022000008896,MAJOR,ERICSSON,B5114E | MA0376A,SDCCH_Access_succ_Rate(Eric_Cell),0,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:19 AM",CTO_NAK_NORTH_OPT,31.3,CLOSED,OTHER,,NORTHEAST_R,MAZANDARAN_P,1,"Aug 8, 2022 2:19 AM",Confirmed,1.3,1.55,Daily_Weekly
13655711,NF_08082022000008898,MAJOR,ERICSSON,B5114E | MA0376B,SDCCH_Access_succ_Rate(Eric_Cell),0,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:20 AM",CTO_NAK_NORTH_OPT,31.23,CLOSED,OTHER,,NORTHEAST_R,MAZANDARAN_P,1,"Aug 8, 2022 2:20 AM",Confirmed,1.29,1.56,Daily_Weekly
13655712,NF_08082022000008900,MAJOR,ERICSSON,B5114E | MA0376C,SDCCH_Access_succ_Rate(Eric_Cell),12.195,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:20 AM",CTO_NAK_NORTH_OPT,31.23,CLOSED,OTHER,,NORTHEAST_R,MAZANDARAN_P,1,"Aug 8, 2022 2:20 AM",Confirmed,1.29,1.57,Daily_Weekly
13655713,NF_08082022000008902,MAJOR,ERICSSON,B026E | TH5323A,SDCCH_Access_succ_Rate(Eric_Cell),23.529,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:20 AM",CTO_NAK_TEHRAN_OPT,131.06,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,1,"Aug 8, 2022 2:20 AM",Confirmed,1.29,23.35,Daily_Weekly
13655714,NF_08082022000008905,MAJOR,HUAWEI,B5414H | AS1G1700C,TCH_Assignment_SR(HU_Cell),63.591,"IsLessThan 80    ",BSC,05-Aug-2022 00:00:00,"Aug 8, 2022 2:20 AM",CTO_NAK_HUAWEI_OPT,31.38,CLOSED,RAN HW ISSUE,,WEST_R,AZARSHARGHI_P,2,"Aug 8, 2022 2:20 AM",Confirmed,1.28,1.46,Daily_Weekly
13655718,NF_08082022000008910,MAJOR,NSN,B5742N | KB1G0041A_13,TCH_Assignment_SR_New(Nokia_SEG),39.835,"IsLessThan 70    ",BSC,05-Aug-2022 00:00:00,"Aug 8, 2022 2:20 AM",CTO_BRTEL_OPT,33.72,CLOSED,ALARM MISSED,,SOUTH_R,KOHKILOOYE_P,1,"Aug 8, 2022 2:20 AM",Confirmed,0,4.06,Daily_Weekly
13655719,NF_08082022000008914,MAJOR,NSN,B5724N | FS1G0625B_698,TCH_Assignment_SR_New(Nokia_SEG),62.093,"IsLessThan 70    ",BSC,05-Aug-2022 00:00:00,"Aug 8, 2022 2:20 AM",CTO_BRTEL_OPT,33.71,CLOSED,ALARM MISSED,,SOUTH_R,FARS_P,1,"Aug 8, 2022 2:20 AM",Confirmed,0,4.05,Daily_Weekly
13655720,NF_08082022000008916,MAJOR,HUAWEI,B4663H | LN1G1801C,SDCCH_Access_Success_Rate_New(Hu_Cell),0,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:20 AM",CTO_FARAFAN_OPT,61.42,CLOSED,OTHERS-UNKNOWN ISSUE,,SOUTH_R,LORESTAN_P,1,"Aug 8, 2022 2:20 AM",Confirmed,7.69,16.75,Daily_Weekly
13655721,NF_08082022000008918,MAJOR,HUAWEI,B5416H | AS7G2516A,SDCCH_Access_Success_Rate_New(Hu_Cell),50,"IsLessThanOrEqual 50    ",BTS,05-Aug-2022 00:00:00,"Aug 8, 2022 2:20 AM",CTO_NAK_HUAWEI_OPT,132.7,CLOSED,RAN HW ISSUE,,WEST_R,AZARSHARGHI_P,1,"Aug 8, 2022 2:20 AM",Confirmed,2.51,24.93,Daily_Weekly
